name,prompt,negative_prompt
Vampire_Portraiture_Horror,"Vampire portrait {prompt}. Hypnotic stare, fangs bared, unnatural paleness, threat of sinister allure lurking beneath","Orderly workstation, ergonomic design, methodically compiled research notes"
Vaporgram_Retro,"Vaporgram style {prompt}. Retro internet aesthetic, web 1.0 nostalgia, cyberpunk tones, neon lighting","(Natural, matte, stone, metal, paper, analog, hand drawn)"
Vaporwave City_Sci-Fi_Dystopia_Architecture_Location,"Cyberpunk vaporwave city {prompt}. Neon skyscrapers, dark streets, 80s grid art, sci-fi dystopia","(Bright natural lighting, lush vegetation, clear blue skies)"
Vaporwave Graphics_Retro_Surrealism_Graphic Design,"Surreal vaporwave graphic design {prompt}. Glitch effects, retro pop art, neon palm trees","(Traditional medium, paint strokes visible, brooding somber palette)"
Vaporwave Retro_Sci-Fi_Retro,"80s retro vaporwave {prompt}. Grid art, sunsets, neon palms, vibrant nostalgia, retro futuristic","(Monochrome, black and white, desaturated, flat lighting, minimalist)"
Vaporwave Sunset_Uncategorized,"Vibrant cyberpunk vaporwave sunset {prompt}. Neon palm trees, grid art, dynamic clouds, 80s nostalgia","(Stormy, monochrome, dull flat lighting)"
Vaporwave_Architecture_Retro,"Vaporwave desktop wallpaper {prompt}. Grid, magenta, palm trees, sunsets, retro night city","(Realistic scene, photographic textures, neutral tones)"
Vatican City,"Vatican City {prompt}, Vatican City, often for Catholic Church, St. Peter's Basilica, or religious art.","Jerusalem, digital design"
Vector Portrait_Portraiture,"Vector portrait style {prompt}. Geometric primitives, solid colors, minimalist shapes, core essence","Photorealistic rendering, advanced lighting and textures, environmental context, extra details"
Venezuelan Art,"Venezuelan Art {prompt}, Venezuelan traditions, often for kinetic art, landscapes, or indigenous weaving.","Mexican Art, digital design"
Venice,"Venice {prompt}, Venice, often for canals, gondolas, or Venetian architecture.","Berlin, digital design"
Verbatim Theater,"Verbatim Theater {prompt}, Verbatim Theater, often for verbatim texts, documentary theater, or real-life stories.","vaudeville, digital design"
Victorian Architecture,"Victorian Architecture {prompt}, Victorian Architecture, often for Victorian era, ornate details, or Victorian houses.","modern architecture, digital design"
Victorian Fashion,"Victorian Fashion {prompt}, Victorian Fashion, often for 19th-century elegance, Victorian era, or historical costumes.","futuristic fashion, digital design"
Victorian Laboratory_Occult_Still Life,"Victorian laboratory {prompt}. Strange bubbling vials, sparking Tesla coils, occult objects, mad scientist feverishly experimenting","Friendly earnest discussion, open body language, collaborative solutions"
Video Art,"Creating art using video {prompt}, often for installations, performances, or conceptual works.","painting, digital design"
Video Art_Uncategorized,"Video Art {prompt} . Television as artistic medium, technology art laying bare vocabularies of commercial television and cinema through experimentation","Passive entertainment, narrative immersion, transparency of medium, uniqueness of traditional object art"
Video Games Variant_Games,"Video game artwork {prompt} . Virtual interactive environments, playable narrative situations, gaming technology as artistic medium","Non-immersive linear media, impermeable work, inhibiting audience involvement, proprietary exhibition"
Video Games_Games_Culture,"Video game artwork {prompt} . Virtual interactive environments as artistic material, playable narrative situations expanding culture's toolkit","Non-immersive media, impermeable works, inhibiting audience involvement, elite proprietary exhibition"
Video Mapping,"Projecting video onto objects or surfaces {prompt}, often for immersive experiences or artistic effects.","traditional sculpture, digital art"
Vienna,"Vienna {prompt}, Vienna, often for classical music, imperial palaces, or Austrian elegance.","Copenhagen, digital design"
Vienna cityscape,"{prompt} Vienna cityscape. St. Stephen's Cathedral, Belvedere Palace, Vienna State Opera.","Tropical rainforest, dense vegetation, exotic birds."
Vietnamese Art,"Vietnamese Art {prompt}, Vietnamese traditions, often for silk painting, woodblock prints, or bamboo crafts.","Filipino Art, digital design"
Vietnamese Cuisine,"Vietnamese Cuisine {prompt}, Vietnamese Cuisine, often for pho, fresh ingredients, or Vietnamese street food.","American cuisine, digital design"
Vija Celmins,"{prompt} in Luminous oceans, starfields, spiderwebs, meticulous paintings","Gestural brushwork, symbolic shapes, conceptual practices, impulsive actions"
Vincent Van Gogh,"{prompt} in Explosive color, energetic brushwork, emotionally charged landscapes, perceptive portraits","Muted palette, precise brushwork, placid scenes, flattering likenesses"
Vintage Baseball_Retro_Photography,"Vintage baseball style {prompt}. Black and white photo, retro uniforms, old timey stadium, nostalgic","(Futuristic costumes and equipment, digital effects, cluttered bright composition)"
Vintage Fashion,"Vintage Fashion {prompt}, Vintage Fashion, often for retro clothing, historical eras, or timeless elegance.","modern fashion, digital art"
Vintage Halloween Costume_Retro,Nostalgic vintage Halloween costume {prompt}. 1960s style Creature from the Black Lagoon monster,"(CGI monster, plastic mask, cheap costume, modern revamped version)"
Vintage Halloween Mask_Retro,"Creepy vintage Halloween mask {prompt}. Distressed burlap, stitched seams, eerie expression","(Hyper-realistic rendering, futuristic alien design, clean and new)"
Vintage Halloween_Retro,"Creepy vintage Halloween {prompt}. Jack-o-lanterns, trick or treaters, creepy costumes, fall leaves","(Minimalist flat graphics, digital art, random shapes/text)"
Vintage Robot Toy_Sci-Fi_Retro,"Retro vintage robot toy {prompt}. Colorful plastic, lights and buttons, 1950s sci-fi influences","(Realistic human scale, gritty worn metals, in action scene)"
Vintage Tattoo Flash_Retro_Tattoo Art,"Vintage tattoo flash style {prompt}. Traditional motifs, bright colors, bold outlines, roses, snakes, nautical, old school tattoo artwork","New school, photorealistic, blurred lines, smudged, digitally created"
Vintage Tattoo Print_Retro_Tattoo Art,"Vintage tattoo flash print {prompt}. Sailor Jerry style, nautical themes, retro pin-up, aquatint","(Minimalist, flat graphics, digital, only text/shapes)"
Vintage Travel Poster_Retro_Nature_Landscape,"Vintage travel poster style {prompt}. Retro, hand-drawn, destination advertisement, vintage typography, bright vivid colors, stylized landscape","Photo, digital, computer generated, blurry, noisy, pixelated, JPEG artifacts"
Virtual Art Variant_Uncategorized,"Virtual artwork {prompt} . Artistic exploration of virtual reality, 3D interactive simulations, environments navigated through avatars and AI systems","Physical paintings, discrete objects, passive viewership, constraints of actual reality"
Virtual Art_Sci-Fi,"Virtual artwork {prompt} . Full immersion in responsive simulated environments, navigating imaginary spaces through avatars and AI systems","Physical art object, passive viewership, discrete artwork, real world constraints"
Virtual Reality (VR) Art,"Virtual Reality (VR) Art {prompt}, Virtual Reality (VR) Art, often for immersive experiences, virtual galleries, or interactive creativity.","2D art, sculpture"
Virtual Reality Art,"Creating art using virtual reality {prompt}, often for immersive experiences or virtual environments.","oil painting, digital design"
Visionary Art (1)_Uncategorized,"Visionary artwork {prompt} . Mystical emanations and spiritual revelations, unchained imagination, profoundly personal symbolism","Pedestrian subjects, everyday materialism, replicating physical appearances, casual improvisation"
Visual Effects (VFX) Design,"Visual Effects (VFX) Design {prompt}, Visual Effects (VFX) Design, often for film effects, compositing, or digital illusions.","practical effects, painting"
Vogue Cover_Photography_Fashion,"High fashion Vogue cover {prompt}. Dramatic photography, couture dress, supermodel, avant garde style","(Dull, imperfections, blemishes, candid poses, inexpensive clothes)"
Volcano Lair_Uncategorized,"Sinister volcano lair {prompt}. Bubbling lava, steel interior, control room, supervillain","(Cluttered basement, leaky pipes, dust and cobwebs)"
Voodoo Altar_Occult,"Elaborate voodoo altar {prompt}. Occult artifacts, candles, incense, offerings, dramatic lighting","(Corporate office setting, desk and computer)"
Voodoo Ceremony_Occult,"A dark voodoo ceremony {prompt}. Chanting, offerings, occult artifacts, flickering firelight","(Broad daylight, empty room, tidy clean room)"
Voodoo Doll_Retro_Occult,"Creepy voodoo doll {prompt}. Vintage fabric, pins, needle felted hair, eerie ambiance","(Bright happy colors, cute face, perfectly finished, flawless, placed neatly)"
Voodoo Queen_Portraiture_Occult,"Mysterious voodoo queen portrait {prompt}. Dark purple lighting, occult artifacts, power","(Business professional attire, office setting)"
Voodoo Shop_Occult,"Mysterious voodoo shop {prompt}. Occult artifacts, dried herbs, shadowy lighting, magic ingredients","(Corporate retail store, tidy shelves, smiling staff)"
Voodoo_Occult,"Eerie voodoo art {prompt}. Candles, shrunken heads, occult symbols, mystical artifacts, ceremonies","(Corporate office, scientific equipment, bar graphs, smiling people)"
Vorticism_Uncategorized,"Vorticist composition  {prompt} . Angular lines, hard-edged shapes, machine aesthetic, vortex of abstract energy","Organic curves, figural allusion, handcrafted technique, passive tranquility"
Wallace and Gromit,"{prompt} in Claymation style, eccentric characters, dry wit, quintessential British humor","3D CGI, stoic characters, slapstick comedy, over-the-top acting"
